TrialID,BaselineMeasures,ZeroShot,OneShot,TwoShot,ThreeShot
NCT02603809,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Weight, Body Mass Index, Duration of essential hypertension at screening, Antihypertensive treatment at screening, ","Age, sex, race/ethnicity, body mass index (BMI), duration of hypertension, baseline sitting systolic blood pressure (SiSBP), baseline sitting diastolic blood pressure (SiDBP), number of antihypertensive medications being taken, smoking status, alcohol consumption, history of cardiovascular disease, renal function parameters, liver function parameters, fasting blood glucose, lipid profile","Age, Sex: Female, Male, Race/Ethnicity, Body mass index, Baseline sitting systolic blood pressure, Baseline sitting diastolic blood pressure, Heart rate, Serum creatinine, Estimated GFR, Fasting plasma glucose, Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides, Current smoker - yes/no, Alcohol consumption - yes/no, Previous antihypertensive treatment - yes/no, Number of antihypertensive medications, 24-hour ambulatory systolic blood pressure, 24-hour ambulatory diastolic blood pressure, Use of statins - yes/no, Use of aspirin - yes/no","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index, Baseline blood pressure (systolic and diastolic), Heart rate, Serum creatinine, Estimated GFR, Fasting plasma glucose, Total cholesterol, HDL cholesterol, LDL cholesterol, Triglycerides, Current antihypertensive medication use, Number of antihypertensive medications, Smoking status - no. (%), Alcohol consumption - no. (%), 24-hour ambulatory blood pressure monitoring (ABPM) systolic and diastolic, Region of Enrollment","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index, Baseline sitting systolic blood pressure, Baseline sitting diastolic blood pressure, Serum creatinine, Fasting plasma glucose, Total cholesterol, HDL cholesterol, LDL cholesterol, Triglycerides, Current smoker - yes/no, Alcohol consumption - yes/no, Previous antihypertensive medication use, Number of antihypertensive medications, 24-hour ambulatory systolic blood pressure, 24-hour ambulatory diastolic blood pressure"
NCT01643382,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Duration dialysis, Duration diabetes, Hemoglobin A1C, Preoperative diabetic regimen, ","Age, gender, duration of diabetes, type of diabetes, HbA1c levels, body mass index (BMI), previous renal function measures (e.g., serum creatinine, glomerular filtration rate), history of cardiovascular disease, blood pressure, lipid profile, immunosuppressive regimen details, duration of end stage renal disease, previous transplant history, dialysis status (type and duration), fasting blood glucose levels, C-peptide levels, insulin regimen before transplant.","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race/Ethnicity, Customized, Type of Diabetes (Type 1, Type 2), Duration of Diabetes, Previous Glycemic Control (e.g., HbA1c levels), Body Mass Index (BMI), Renal Function (e.g., eGFR, serum creatinine), Dialysis Status (Yes, No), Previous Transplant (Yes, No), Time on Transplant Waiting List, Immunosuppressive Medication Use, Geographic Region","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Type of Diabetes, Duration of Diabetes, Baseline HbA1c, Body Mass Index (BMI), Previous Renal Function, Dialysis Status, Type of Dialysis, Duration of Dialysis, Previous Transplant, Baseline Serum Creatinine, Baseline Glucose Levels","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Type of Diabetes, Duration of Diabetes, Baseline Serum Creatinine, Baseline Glomerular Filtration Rate (GFR), HbA1c, Body Mass Index (BMI), Previous Transplant, Dialysis Status"
NCT03796689,"Age, Continuous, Sex/Gender, Customized, Race/Ethnicity, Customized, Subjective Social Status, Eligibility systolic BP, Eligibility diastolic BP, Satisfaction with BP management, Comfort using technology like a computer or smartphone, ","Age, gender, race/ethnicity, baseline systolic blood pressure, baseline diastolic blood pressure, history of hypertension, duration of hypertension, current blood pressure medications, number of blood pressure medications, body mass index (BMI), arm circumference, smoking status, alcohol consumption, comorbid conditions (e.g., diabetes, cardiovascular disease), previous use of home blood pressure monitoring, smartphone ownership type (Android or iOS), baseline physical activity level, dietary salt intake","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Weight, BMI, Arm Circumference, Systolic Blood Pressure, Diastolic Blood Pressure, Current Blood Pressure Medication Use, Smartphone Ownership, English Literacy Level","Age Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Hypertension Stratification, Systolic Blood Pressure (SBP), Diastolic Blood Pressure (DBP), Body Mass Index (BMI), Current Medications, Smartphone Ownership, English Literacy Level","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Baseline Systolic Blood Pressure, Baseline Diastolic Blood Pressure, Hypertension Medication Use, Smartphone Ownership Type, Body Mass Index (BMI), Arm Circumference"
NCT03299244,"Age, Continuous, Age, Customized, Sex: Female, Male, Race/Ethnicity, Customized, Stratification Factor: Screening Intact Parathyroid Hormone (iPTH), Stratification Factor: Screening Corrected Calcium (cCa), Stratification Factor: Country/Region, Intact Parathyroid Hormone Level, Corrected Calcium Level, Phosphorus Level, Corrected Calcium Phosphorus Product (cCa x P), ","Age, gender, duration of hemodialysis, baseline serum intact PTH levels, baseline serum calcium levels, baseline serum phosphorus levels, baseline serum albumin levels, baseline dialysis adequacy (Kt/V), baseline urea reduction ratio, use of vitamin D sterols (type and dose), use of calcium supplements (type and dose), use of phosphate binders (type and dose), history of cardiovascular disease, baseline serum magnesium levels, baseline serum transaminase levels (ALT, AST).","Age, Sex: Female, Male, Duration of Hemodialysis, Serum Intact Parathyroid Hormone Level, Serum Calcium Level, Serum Phosphorus Level, Dialysis Adequacy (Kt/V), Urea Reduction Ratio, Use of Vitamin D Sterols, Use of Calcium Supplements, Use of Phosphate Binders, Serum Albumin Level, Serum Magnesium Level, Serum Transaminase Levels, Race/Ethnicity, Body Mass Index (BMI), Tobacco Consumption Status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Duration of Hemodialysis, Serum Intact Parathyroid Hormone Level, Serum Calcium Level, Serum Phosphorus Level, Dialysis Adequacy (Kt/V), Serum Albumin Level, Baseline Medication Use (Phosphate Binders, Vitamin D Sterols, Calcium Supplements), Tobacco Use Status","Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Duration of Hemodialysis, Serum Parathyroid Hormone Level, Serum Calcium, Serum Phosphorus, Dialysis Adequacy (Kt/V), Serum Albumin, Serum Magnesium, Serum Transaminase Levels"
NCT02834663,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Duration of Diabetes Mellitus(DM) (year), HbA1c(%), BCVA (ETDRS letters), CRT (um), Total microaneurysms (number), Microaneurysm-turnover, Perifoveal non-perfused area (mm^2), ","Age, gender, duration of diabetes, type of diabetes, baseline Best Corrected Visual Acuity (BCVA), baseline Central Macular Thickness (CMT), baseline microaneurysm count, perifoveal non-perfusion area, presence of mild-to-moderate nonproliferative diabetic retinopathy (NPDR), presence of diabetic macular edema (DME), HbA1c levels, blood pressure, history of previous ocular treatments, lens status","Age, Sex: Female, Male, Race/Ethnicity, Type of Diabetes, Duration of Diabetes, HbA1c, Blood Pressure, Best Corrected Visual Acuity, Central Macular Thickness, Presence of Macular Edema, Severity of NPDR, Previous Treatments for DR","Age, Sex: Female, Male, Ethnicity, Race, Type of Diabetes, Duration of Diabetes, HbA1c, Blood Pressure, Lipid Profile, Body Mass Index (BMI), Best Corrected Visual Acuity (BCVA), Central Macular Thickness (CMT), Presence of Diabetic Macular Edema, Severity of NPDR","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Type of Diabetes, Duration of Diabetes, HbA1c, Blood Pressure, Lipid Profile, Body Mass Index, Best Corrected Visual Acuity, Central Macular Thickness, Region of Enrollment, Smoking Status"
NCT02961920,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, body mass index, ","Age, sex, BMI, ASA physical status, history of smoking, baseline PaO2, baseline hemodynamics (heart rate, blood pressure), history of respiratory or cardiovascular diseases, medication use, duration of surgery, type of surgery (spine surgery specifics), baseline dynamic compliance (Cdyn), peak airway pressure.","Age, Sex: Female, Male, Body Mass Index (BMI), ASA classification, Baseline PaO2, Baseline hemodynamics (heart rate, blood pressure), History of pulmonary disease, Smoking status","Age, Continuous, Sex: Female, Male, BMI, ASA Physical Status Classification, Smoking Status, Baseline PaO2, Baseline Hemodynamics (Blood Pressure, Heart Rate), History of Pulmonary Disease","Age, Continuous, Sex: Female, Male, Body Mass Index (BMI), ASA Physical Status, Past Medical History, Smoking Status, Alcohol Use"
NCT01385098,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, BMI, kg/m^2, Body weight, lb, Excess body weight, lb, Surgery type, ","Age, sex, BMI, baseline serum 25(OH)D levels, baseline serum calcium levels, baseline serum phosphorus levels, baseline parathyroid hormone (PTH) levels, type of bariatric surgery (Roux-en Y gastric bypass or sleeve gastrectomy), dietary vitamin D intake, dietary calcium intake, comorbidities, baseline renal function (GFR), history of vitamin D supplementation, sun exposure habits","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), BMI, Type of Bariatric Surgery (Roux-en Y gastric bypass, Sleeve gastrectomy), Baseline Vitamin D [25(OH)D] levels, Baseline Parathyroid Hormone (PTH) levels, Baseline Calcium levels, Baseline Phosphorus levels, Dietary Vitamin D intake, Dietary Calcium intake","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Body Mass Index (BMI), Serum 25(OH)D levels, Parathyroid Hormone (PTH) levels, Serum Calcium, Serum Phosphorus, Dietary Vitamin D intake, Dietary Calcium intake","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Mass Index (BMI), Baseline Serum 25(OH)D Levels, Baseline Serum Calcium Levels, Baseline Serum Phosphorus Levels, Baseline Parathyroid Hormone (PTH) Levels"
NCT01805089,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Cancer Stage, Smoking Status, Body Mass Index (BMI), Estradiol, Insulin-like Growth Factor 1, Sleep (Pittsburgh Sleep Quality Index), Hot Flashes, Mood, ","Age, Body Mass Index (BMI), Menopausal status, History of breast cancer (type and stage), Time since breast cancer diagnosis, Previous treatments for breast cancer, Current medications, Baseline plasma estradiol levels, Baseline IGF levels, Sleep quality, Frequency of hot flashes, Mood status, Presence of any comorbid conditions","Age, Menopausal Status, Breast Cancer History, Prior Malignancies, Use of Hormonal Therapy, Use of Sleep Aids, Shift Work Status, Use of Supplements (Black Cohosh, Flaxseed, Soy), Use of Oral Melatonin, Use of Warfarin, Seizure Disorder Status","Age, Categorical, Sex: Female, Menopausal status, History of breast cancer (type and stage), Prior cancer treatments (chemotherapy, radiation, surgery), Current medication use, Sleep quality assessment, Hot flash frequency, Mood assessment, Baseline plasma estradiol levels, Baseline IGF levels, BMI (Body Mass Index), Physical activity level, Dietary supplement use (black cohosh, flaxseed, soy), Use of sleep aids, Working night shifts frequency, Compliance with study medication","Age, Categorical, Sex: Female, Menopausal Status, History of Breast Cancer, Stage of Breast Cancer, Prior Breast Cancer Treatment, Use of Sleep Aids, Use of Hormonal Supplements, Use of Melatonin Supplements, Working Night Shifts, Use of Anticoagulants, Use of Anti-epileptic Medication"
NCT01167179,"Age, Categorical, Age, Continuous, Sex: Female, Male, Region of Enrollment, Psychosocial adjustment, Quality of Life, ","Age, gender, type of head and neck cancer, stage of cancer at diagnosis, treatment modality (surgery, radiation, chemotherapy), time since treatment completion, comorbidities, smoking status, alcohol consumption, employment status, marital status, education level, baseline Psychosocial Adjustment to Illness-Scale score","Age, Sex/Gender, Race/Ethnicity, Marital Status, Education Level, Employment Status, Type of Head and Neck Cancer, Stage of Cancer, Treatment Received, Smoking Status, Alcohol Use, Previous Psychiatric History","Age, Sex: Female, Male, Marital Status, Education Level, Employment Status, Type of Head and Neck Cancer, Stage of Cancer, Treatment Received (Surgery, Radiation, Chemotherapy), Smoking Status, Alcohol Use, Quality of Life Scores, Psychosocial Adjustment Scores","Age, Sex: Female, Male, Marital Status, Education Level, Employment Status, Type of Head and Neck Cancer, Stage of Cancer, Treatment Received (Surgery, Radiation, Chemotherapy), Smoking Status, Alcohol Use, Quality of Life Scores, Psychosocial Adjustment Scores, Cognitive Function, Physical Function, Emotional Function"
NCT03544307,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Blood epinephrine levels, Blood norepinephrine levels, Arterial stiffness, Systolic Blood Pressure, Diastolic Blood Pressure, Hand grip strength, Leg strength, ","Age, sex, body mass index (BMI), blood pressure (systolic and diastolic), resting heart rate, blood epinephrine levels, blood norepinephrine levels, pulse wave velocity (PWV), history of menopause (years since onset), current medication use, smoking status, alcohol consumption, physical activity level","Age, Continuous, Sex: Female, Menopausal status, Blood pressure: Systolic, Blood pressure: Diastolic, Resting heart rate, BMI, Pulse wave velocity, Blood catecholamines: Epinephrine, Blood catecholamines: Norepinephrine, Muscular strength measurements","Age, Continuous, Sex: Female, Menopausal Status, Blood Pressure, Resting Heart Rate, Pulse Wave Velocity, Blood Epinephrine Levels, Blood Norepinephrine Levels, Muscular Strength, BMI","Age, Continuous, Sex: Female, Race (NIH/OMB), Menopausal status, Blood pressure, Resting heart rate, Pulse wave velocity, Blood catecholamine levels (Epinephrine, Norepinephrine), Muscular strength"
NCT03497429,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Height, Weight, Body Mass Index (BMI), Eastern Cooperative Oncology Group (ECOG) Performance Status, Diagnosis, Prior Surgery/Procedure, Prior Radiation Therapy, Breast Cancer Susceptibility Gene 1 (BRCA1) Mutant, Breast Cancer Susceptibility Gene 2 (BRCA2) Mutant, ","Age, sex, ECOG Performance Status, tumor type, prior therapy details, hematology parameters (absolute neutrophil count, platelet count, hemoglobin), kidney function tests (serum creatinine, creatinine clearance), liver function tests (total bilirubin, AST, ALT), coagulation parameters (prothrombin time, activated partial thromboplastin time), reproductive status, contraception method, presence of CNS metastases, presence of ascites or pleural effusion, history of hypersensitivity to study drugs or their analogs, history of serious uncontrolled diseases or infections, history of gastrointestinal diseases or surgeries that could interfere with drug absorption, substance use history, pregnancy or breastfeeding status, HIV status, hepatitis B and C status","Age, Sex: Female, Male, Performance Status (ECOG), Race/Ethnicity, Customized, Region of Enrollment, Height, Weight, Body Mass Index (BMI), Hemoglobin Level, Platelet Count, Absolute Neutrophil Count, Serum Creatinine or Creatinine Clearance, Total Bilirubin, AST (Aspartate Aminotransferase), ALT (Alanine Aminotransferase), Prothrombin Time (PT), Activated Partial Thromboplastin Time (aPTT)","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, ECOG Performance Status, Weight (kg), Height (cm), Body Surface Area (BSA), Hemoglobin (g/dL), Absolute Neutrophil Count (per μL), Platelet Count (/μL), Serum Creatinine or Creatinine Clearance (mL/min), Total Bilirubin (mg/dL), AST (U/L), ALT (U/L), Prothrombin Time (PT), Activated Partial Thromboplastin Time (aPTT), Taking bisphosphonates (yes/no), Presence of CNS metastases (yes/no), Use of Steroids (yes/no, if yes, dose and frequency)","Age, Continuous, Sex: Female, Male, Performance Status (ECOG), Tumor Type, Prior Therapy, Baseline Laboratory Values (Hematology, Kidney Function, Liver Function, Coagulation), Contraception Method, Disease Status, Presence of CNS Metastases, Baseline Symptomatology, Weight, Height, Body Surface Area (BSA)"
NCT03922945,"Age, Continuous, Age, Customized, Sex: Female, Male, Ethnicity (NIH/OMB), Race/Ethnicity, Customized, Region of Enrollment, BMI Categories, ","Age, gender, baseline BMI, weight, height, waist circumference, blood pressure, heart rate, history of obesity-related comorbidities, physical activity level, dietary habits, medication use, smoking status, alcohol consumption, family history of obesity or related metabolic conditions, puberty status, laboratory values (including lipid profile, fasting glucose, HbA1c, liver function tests, thyroid function tests), and mental health status (including history of depression or other psychiatric conditions).","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Weight, Height, Body Mass Index (BMI), Waist Circumference, Blood Pressure, Heart Rate, Pubertal Stage, Physical Activity Level, Dietary Intake, Medication Use, Contraceptive Use (for females), Depression Scale Score, Quality of Life, Sleep Patterns, Academic Performance, Parental BMI","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Weight, Height, Body Mass Index (BMI), Waist Circumference, Blood Pressure, Heart Rate, Temperature, Physical Activity Level, Dietary Habits, Medication Use, Obesity-Related Comorbidities, Depression Scale Score, Quality of Life, Sleep Patterns, Family History of Obesity, Family History of Cardiovascular Diseases, Smoking Status, Alcohol Consumption, Contraceptive Use (for females), Tanner Stage","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index (BMI), Weight, Height, Waist Circumference, Hip Circumference, Waist-to-Hip Ratio, Blood Pressure, Heart Rate, Physical Activity Level, Dietary Habits, Medication Use, Contraceptive Use (for females), Smoking Status, Alcohol Consumption, Sleep Patterns, Quality of Life, Depression Scale, Anxiety Scale, Self-Esteem Scale, Eating Behavior Questionnaire, Family History of Obesity, Family History of Cardiovascular Diseases"
NCT01175902,"Age, Continuous, Sex: Female, Male, Region of Enrollment, Spherical equivalent, Central corneal thickness, Mean deviation of visual field, ","age, sex, best-corrected visual acuity, optic nerve head cupping, visual field loss, untreated IOP measurements, central corneal thickness, open-angle confirmation by gonioscopy, baseline diurnal IOP, baseline diurnal OPP, baseline systolic blood pressure, baseline diastolic blood pressure","Age, Sex: Female, Male, Best-corrected visual acuity, Intraocular Pressure (IOP), Central Corneal Thickness, Vertical Cup-to-Disc Ratio, Visual Field Loss, Blood Pressure (BP), Heart Rate (HR), Ethnicity (NIH/OMB), Race (NIH/OMB)","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race/Ethnicity, Customized, Best-corrected visual acuity, Intraocular pressure (IOP), Central corneal thickness, Visual field defect status, Optic nerve head cupping, Vertical cup-to-disc ratio, Open-angle status confirmed by gonioscopy","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Best-corrected visual acuity, Intraocular pressure (IOP), Central corneal thickness, Visual field defect status, Optic nerve head cupping, Vertical cup-to-disc ratio, Open-angle status confirmed by gonioscopy"
NCT03380000,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Mean arterial pressure, ","Age, race/ethnicity, body mass index (BMI), resting systolic blood pressure, resting diastolic blood pressure, total cholesterol, LDL cholesterol, fasting blood triglycerides, fasting blood glucose, HbA1c, menopausal status duration, physical activity level, dietary nitrate intake, alcohol consumption, history of cardiovascular diseases, medication use (excluding exclusion criteria medications)","Age, Continuous, Sex: Female, Menopausal status, Duration since menopause, Body Mass Index, Resting systolic blood pressure, Resting diastolic blood pressure, Pulse pressure, Mean arterial pressure, Heart rate, Total cholesterol, Low-density lipoprotein (LDL), High-density lipoprotein (HDL), Triglycerides, Fasting blood glucose, Glycated hemoglobin (HbA1c), Serum nitrate and nitrite levels, Dietary nitrate intake, Physical activity level, Alcohol consumption, Caffeine consumption","Age, Continuous, Sex: Female, Menopausal status, Body Mass Index, Resting systolic blood pressure, Resting diastolic blood pressure, Pulse pressure, Mean arterial pressure, Heart rate, Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides, Fasting blood glucose, Hemoglobin A1C, Physical activity level, Dietary nitrate intake, Alcohol consumption, Caffeine consumption","Age, Continuous, Sex: Female, Menopausal Status, Body Mass Index, Resting Systolic Blood Pressure, Resting Diastolic Blood Pressure, Pulse Wave Velocity, Arterial Stiffness, Total Cholesterol, Low-density Lipoprotein (LDL) Cholesterol, High-density Lipoprotein (HDL) Cholesterol, Triglycerides, Fasting Blood Glucose, Hemoglobin A1C, Physical Activity Level, Dietary Nitrate Intake,"
NCT00279201,"Age Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Weight, Body Mass Index (BMI), Duration of Diabetes, Glycosylated Hemoglobin (HbA1c), 1,5 Anhydroglucitol (1,5 AG), Mean of Pre-Meals Blood Glucose, Mean of Post Meals Blood Glucose (Postprandial), Average of All Blood Glucose, Fasting Blood Glucose, ","Age, sex, duration of type 2 diabetes, current oral antidiabetes medications, baseline HbA1c, fasting plasma glucose, postprandial plasma glucose, body mass index (BMI), history of hypoglycemia, renal function tests, liver function tests, lipid profile, blood pressure, heart rate, history of cardiovascular disease","Age, Sex: Female, Male, Body Mass Index (BMI), Duration of Diabetes, Baseline HbA1c, Fasting Plasma Glucose, Oral Antidiabetic Medication Use, Insulin Use History, Hypoglycemic Episodes, Blood Pressure, Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides), Renal Function Tests (eGFR, Serum Creatinine), Liver Function Tests (AST, ALT, Total Bilirubin), Cardiovascular Disease History","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Duration of Diabetes, Body Mass Index (BMI), Baseline HbA1c, Oral Antidiabetic Medications at Baseline, Blood Pressure, Lipid Profile at Baseline, Kidney Function Tests","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Body Mass Index (BMI), Duration of Diabetes, Baseline HbA1c, Oral Antidiabetic Drug (OAD) Use, Hypoglycemic Events History, Blood Pressure, Lipid Profile, Kidney Function Tests"
NCT03708770,"Age, Customized, Sex: Female, Male, Ethnicity (NIH/OMB), Region of Enrollment, Fistula Type, Access Arm, Access Artery, Access Vein, ","Age, sex, race/ethnicity, duration of chronic kidney disease, baseline kidney function (e.g., eGFR), type of hemodialysis (e.g., in-center, home), frequency of hemodialysis sessions per week, previous vascular access history, target vein diameter, target artery diameter, presence of central venous stenosis or occlusion, NYHA heart failure class, history of cardiovascular disease, history of diabetes mellitus, blood pressure, body mass index (BMI), hemoglobin level, platelet count, coagulation profile (e.g., INR, aPTT), serum albumin, serum creatinine, electrolytes (e.g., potassium, calcium, phosphorus), C-reactive protein (CRP), medications (e.g., antihypertensives, anticoagulants, immunosuppressives), smoking status","Age, Sex: Female, Male, Race/Ethnicity, Chronic Kidney Disease Stage, Dialysis Status, Target Vein Diameter, Target Artery Diameter, Previous AVF Attempts, NYHA Heart Failure Class, History of Vascular Access, Hemoglobin Level, Platelet Count, Serum Creatinine Level","Age, Continuous, Sex: Female, Male, Chronic Kidney Disease Stage, Dialysis Status, Target Vein Diameter, Target Artery Diameter, Body Mass Index (BMI), Hypertension Status, Diabetes Status","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Chronic Kidney Disease Stage, Dialysis Status, Vascular Access History, Target Vein Diameter, Target Artery Diameter"
NCT00447382,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Height, Body weight, BMI (Body Mass Index), HbA1c (Glycosylated haemoglobin), Diabetes History, ","Age, sex, duration of diabetes, BMI, HbA1c, fasting plasma glucose, total daily insulin dose, insulin regimen (basal-bolus), history of hypoglycemia, history of diabetic ketoacidosis, blood pressure, lipid profile (total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides), renal function tests (serum creatinine, eGFR), liver function tests (AST, ALT, bilirubin), thyroid function tests (TSH, free T4), presence of diabetes-related complications (retinopathy, nephropathy, neuropathy, cardiovascular disease)","Age, Sex: Female, Male, Body mass index, Duration of diabetes, Basal insulin dose, Bolus insulin dose, Total daily insulin dose, HbA1c, Fasting plasma glucose, Postprandial plasma glucose, Insulin antibodies, Blood pressure, Heart rate, Kidney function tests, Liver function tests","Age, Continuous, Sex: Female, Male, Body mass index, Duration of Type 1 Diabetes, Baseline HbA1c, Total Daily Insulin Dose, Insulin Regimen (Basal, Bolus), Fasting Plasma Glucose, Blood Pressure, Kidney Function Tests (e.g., Serum Creatinine), Liver Function Tests (e.g., AST, ALT), Lipid Profile (Total Cholesterol, HDL, LDL, Triglycerides), Presence of Diabetes-related Complications (e.g., Retinopathy, Neuropathy, Nephropathy)","Age, Continuous, Sex: Female, Male, Duration of Diabetes, Body Mass Index, HbA1c, Fasting Plasma Glucose, Total Daily Insulin Dose, Basal Insulin Dose, Bolus Insulin Dose, Number of Daily Insulin Injections, Hypoglycemic Episodes, Blood Pressure, Heart Rate"
